d	ENGLISH_M	ENGLISH_F
 
 <align="left"><color=#1b6247>You probably have a lot of new souls you’re looking to get rid of, and I just wanted to remind you that we’re always on the market to buy!</LB></LB>
 
 <size=100%><align="right"><color=#905624>… Souls please!</color></size>	
LOC_ID_KERES_OUTRO_STRANGER_REPEAT_1	<align="left"><color=#1b6247>We’re just taking a small break.  The sun is nice.</LB></LB>
 
 <size=100%><align="right"><color=#905624>… I’m hungry!</color></size>	
LOC_ID_KERES_OUTRO_FRIENDS_INTRO_1	<align="left"><color=#1b6247>You did it, Traveler!  You’ve helped restore the Tapestry, and defeated <color=blue>Cain</color>! I’d like to think that it was a group effort, so I’m glad our wares were of benefit to you.</LB></LB>
 
 <size=100%><align="right"><color=#905624>It was 90% us!  10% you!</color></size></CR>
 
 <align="left"><color=#1b6247>Our shelves are always stocked, so if you’re ever interested in continuing to grow, feel free to speak to us!</LB></LB>
 
 <size=100%><align="right"><color=#905624>Buh bye!</color></size>	
LOC_ID_KERES_OUTRO_FRIENDS_REPEAT_1	<align="left"><color=#1b6247>If you’re ever looking for somewhere to spend those souls, Traveler, our door is always open.</LB></LB>
 
 <size=100%><align="right"><color=#905624>Mmmmmine!</color></size>	
LOC_ID_CHARON_OUTRO_STRANGER_INTRO_1	… You have returned.	
LOC_ID_CHARON_OUTRO_STRANGER_REPEAT_1	… The Castle belongs to the Stygian.</LB>
 Those who pass, must pay the toll. 	
LOC_ID_CHARON_OUTRO_FRIENDS_INTRO_1	… The company was appreciated, Traveler.</CR>
 
 … And so was the food. 	
LOC_ID_CHARON_OUTRO_FRIENDS_REPEAT_1	… Seek new lands, Traveler.</LB>
 Hamson belongs to the Stygian. 	
LOC_ID_PIZZA_GIRL_OUTRO_STRANGER_INTRO_1	You did it Traveler!  You saved us all!</LB></LB>
 
 Sorry I couldn’t help you, I had to go back and get as many people into Castle Hamson as possible.</CR>
 
 While you were fighting the Estuaries, I was bringing refugees from the Kingdom back across the Stygian ocean with me.</CR>
 
 Thankfully the folks in Castle Hamson were more than willing to take in the villagers when the waters started rising.</CR>
 
 In the end, it was just people helpin’ people, y’know?  Glad that’s what it all boiled down to.	
LOC_ID_PIZZA_GIRL_OUTRO_STRANGER_REPEAT_1	…. Sorry… Just lost in thought.</LB></LB>
 
 A lot of people were saved today… A lot of people.</CR>
 
 It’s difficult, because you always think you can do better, y’know?	
LOC_ID_PIZZA_GIRL_OUTRO_FRIENDS_INTRO_1	DO NOT EDIT SAME AS STRANGER	
LOC_ID_PIZZA_GIRL_OUTRO_FRIENDS_REPEAT_1	…. Sorry… Just lost in thought.</LB></LB>
 
 A lot of people were saved today, just not everyone.	
LOC_ID_PIZZA_GIRL_OUTRO_J_REVEAL_INTRO_1	I know we just got out, but there’s so much to do.</LB>
 A lot of people are homeless now, and I don’t think anyone wants to hang around <color=blue>Castle Hamson</color> because it doesn’t feel right.</CR>
 
 Our journey’s just begun, Friend.</LB></LB>
 
 I’m not sure where we’ll go, but a lot of people are counting on us.	
LOC_ID_PIZZA_GIRL_OUTRO_J_REVEAL_REPEAT_1	Thank you again, Friend!</LB></LB>
 
 We really couldn’t have done this without you!</LB>
 If you’ve nowhere else to go, I hope you’ll come and join us!	
LOC_ID_J_OUTRO_FRIENDS_INTRO_1	There are still many sins I need to atone for, but before I could help others I had to help myself.</LB>
 Thank you for making me see that.</LB></LB>
 
 I was in a dark place, and I needed a hand to climb out.</CR>
 
 I’ve lived a hundred years, but I feel like my life’s just started.</LB>
 And I don’t think I’m the only one that feels that way.</LB></LB>
 
 Everyone here deserves a new life, and I owe it to all of them to help rebuild it.	
LOC_ID_J_OUTRO_FRIENDS_REPEAT_1	… I also need to help repay <color=blue>Ladon</color> somehow.</LB>
 … Not sure how just yet, but I should have a few centuries to think it through.	
LOC_ID_CUTSCENE_J_AND_Z_Z_SEES_JONAH_1	Jonah!!!	
LOC_ID_CUTSCENE_J_AND_Z_JONAH_SAYS_SOMETHING_AFTER_GRINDING_1	Ouch, my face.	
LOC_ID_CUTSCENE_J_AND_Z_Z_TALKS_HUG_1	Jonah!!!!  Jonah!!!</CR>
 
 
 You made it!</LB>
 I couldn’t find you, and when I finally saw you down by the Tree I thought I had lost you forever.	
LOC_ID_CUTSCENE_J_AND_Z_J_TALKS_GOOP_1	Wait!  Stop, I’m covered in dragon goop…	
LOC_ID_CUTSCENE_J_AND_Z_Z_TALKS_MISSED_YOU_1	Oh Jonah, I’ve missed you!	
LOC_ID_CUTSCENE_J_AND_Z_J_TALKS_GRATEFUL_1	………..</CR>
 
 … I missed you too, Z.	
LOC_ID_DRAGON_OUTRO_STRANGER_INTRO_1	<size=125%>CHILD... I HAVE SEEN THE CHANGES IN THE THREADS… </LB></LB>  …THE ONE NAMED JONAH, REQUESTED MY AID…</size></CR>  <size=125%>MY MEANS OF TRAVEL BROUGHT MUCH PROTEST FROM HIM… A TANTRUM FIT FOR A BABY…</size></LB></LB> <size=125%>PERHAPS I SHOULD HAVE EATEN HIM…</size>	
LOC_ID_DRAGON_OUTRO_STRANGER_REPEAT_1	<size=125%>OUR JOURNEYS GO IN SEPARATE WAYS CHILD…</size></LB></LB>
 <size=125%>MAY YOUR ACTIONS CONTINUE TO BENEFIT OTHERS …</size>	
LOC_ID_DRAGON_OUTRO_FRIENDS_INTRO_1	<size=125%>CHILD... WE MEET AGAIN…</LB></LB>  ... I HAVE SEEN THE CHANGES IN THE THREADS…</LB> …THE ONE NAMED JONAH, REQUESTED MY AID…</CR>   <size=125%>… SOON OUR WAYS SHALL PART…</LB></LB> … BUT A WARNING, I LEAVE…</CR>   <size=125%>THE IMMORTAL KING'S FOOTSTEPS SHOULD NOT BE FOLLOWED…</LB></LB>  … BROTHERS YOU MAY BE, BUT THE PATH CARVED IS YOUR OWN.</size></CR>   <size=125%>DO NOT TARNISH YOUR NAME WITH A ROGUE’S LEGACY TOO.</size>	
LOC_ID_DRAGON_OUTRO_FRIENDS_REPEAT_1	<size=125%>TOO LONG HAS IT BEEN SINCE I’VE SPREAD MY WINGS, YET I FEEL THEY BEGIN TO GROW…</size> </CR> <size=125%>IN THE FUTURE WE WILL MEET AGAIN, AND MY SIZE SHALL BE UNENCUMBERED.</size>	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_REBEL_HIDEOUT_DOOR_LOCKED_TITLE_1	Mysterious Door	
LOC_ID_REBEL_HIDEOUT_DOOR_LOCKED_1	The door is locked.	
LOC_ID_REBEL_HIDEOUT_DOOR_UNLOCKED_1	The Mysterious Key was used to unlock the door.	
LOC_ID_REBEL_HIDEOUT_HOW_THEY_MOVED_PEOPLE_1	(A giant diorama sits on the table.  Small figurines show the location of supply rooms and Rebel soldiers stashed throughout Citadel Agartha and Axis Mundi.</LB></LB>
 
 The date labeled beside the figurines show some of these soldiers have been in hiding for months.) 	
LOC_ID_REBEL_HIDEOUT_HOW_THEY_MOVED_PEOPLE_2	(A massive schedule shows when and where Rebel soldiers are to meet up with <color=blue>Z</color> inside Citadel Agartha.</LB></LB>
 
 It seems like they were using <color=blue>Z’s</color> power over the <color=blue>Shift</color> to place Rebel soldiers all throughout the Citadel.) 	
LOC_ID_REBEL_HIDEOUT_TRACKING_CITADEL_BORN_1	(A list displays the names of hundreds of Citadel-born soldiers who’ve switched sides and joined the Rebels.  Each convert is assigned a tracker - a true-blooded Rebel whose job it was to keep tabs on them.</LB></LB>  Written at the top of the sheet is the name <color=blue>Jonah (J)</color>.  Next to that is the name of his tracker, <color=blue>Gregory</color>.) 	
LOC_ID_REBEL_HIDEOUT_GREGORYS_NOTES_1	(A collection of notes <color=blue>Gregory</color> has been keeping on <color=blue>J</color>:</LB></LB>
 
 One document praises <color=blue>J's</color> excellent methods in training Rebel soldiers, but notes he is showing severe signs of stress.</LB></LB>
 Another document lists several infractions <color=blue>J</color> has committed in opposition to the false ‘Gate of Return Plan’.)</CR>
 
 (A final note basically states that since <color=blue>J</color> is currently in a relationship with <color=blue>Z</color>, any antagonistic action towards him should be discouraged.)	
LOC_ID_REBEL_HIDEOUT_BETRAYAL_NOTES_1	(There's a document tracking the behavior of all individuals considered at high risk of double-crossing the Rebellion.</LB></LB>
 
 <color=blue>J’s</color> name appears on it, with a note beside it mentioning a contingency plan: ‘Rebel Road’.) 	
LOC_ID_REBEL_HIDEOUT_Z_SAVING_PEOPLE_1	(This document is newer than the rest.</LB></LB>  It seems to track the number of survivors successfully ferried from the Kerguelen Plateau to Castle Hamson.</CR>  There are hundreds of names. <color=blue>Z</color> had been using her power over the <color=blue>Shift</color> to create shortcuts for Rebels throughout the Citadel.  Almost everyone was saved.)</CR>   (Scribbled at the bottom of the page, a small note reads: “Lethargic, appetite's changed, and she gets bouts of morning sickness.  Could <color=blue>Z</color> be…”</LB></LB>  … The last portion of the note seems to have been torn off.)	
LOC_ID_REBEL_HIDEOUT_REBEL_ROAD_CONTINGENCY_1	(This outlines all protocols and actions to implement in the case that <color=blue>Estuary Lamech</color> discovers the Rebel army and attempts to stop them.</CR>
 
 A diagram shows the placement of thousands of tonnes of explosives all across Axis Mundi, ready to be ignited after <color=blue>Lamech</color> crosses, in an attempt to strand him on the other side.</LB></LB>
 
 The Rebel Road network is a network of wooden walkways running across the treetops throughout the Kerguelen Forest.  It allows Rebels to cross through the lands unnoticed, and can be served as an elevated position from which archers can ambush <color=blue>Estuary Lamech</color>.</CR>
 
 The <color=blue>Narrow Praxis</color> specialized training program has been given the go-ahead, in order to train archers for this contingency.) 	
LOC_ID_REBEL_HIDEOUT_FALSE_PLANS_1	(The ‘Ceremony of Return’ plan lays strewn out on the table.  Fake documents and false names fill every corner.  Months of work were placed into creating this intricate facade; a necessary precaution against betrayal.) 	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ENDING_VICTORY_DEATH_SLAIN_TEXT_OVERRIDE_1	{0} is a true hero!	
LOC_ID_ENDING_VICTORY_DEATH_HINT_TEXT_OVERRIDE_1	A victory well deserved. Your story will pass down through the ages.	
LOC_ID_ENDING_VICTORY_DEATH_PARADE_MONSTERS_KILLED_1	Defeated:	
LOC_ID_ENDING_VICTORY_DEATH_PARADE_MONSTERS_KILLED_BY_1	Lost to:	
\\		
\\		
\\		
LOC_ID_SONG_ASITP_INTERSTITIAL1_1	A Welcome Reprieve	
LOC_ID_SONG_ASITP_INTERSTITIAL2_1	World to Come	
LOC_ID_SONG_ASITP_LEVEL1_1	Shifting Halls	
LOC_ID_SONG_ASITP_LEVEL2_1	Kerguelen Plateau	
LOC_ID_SONG_ASITP_LEVEL3_1	Axis Mundi	
LOC_ID_SONG_ASITP_LEVEL4_1	Heirlooms	
LOC_ID_SONG_ASITP_LEVEL5_1	The Accumulation of Knowledge	
LOC_ID_SONG_ASITP_LEVEL6_1	Pishon Dry Lake	
LOC_ID_SONG_ASITP_LEVEL7_1	Subterranean Sunrise	
LOC_ID_SONG_ASITP_BOSS1_1	The Unstoppable Force	
LOC_ID_SONG_ASITP_BOSS2_PHASE_1_1	Rising Tides	
LOC_ID_SONG_ASITP_BOSS2_PHASE_2_1	Currents	
LOC_ID_SONG_ASITP_BOSS3_1	The New World Army	
LOC_ID_SONG_ASITP_BOSS5_1	The Turncoat Scholar	
LOC_ID_SONG_ASITP_BOSS5_PHASE_2_1	A Regular Treasure Chest	
LOC_ID_SONG_ASITP_BOSS6_1	Immortal Kings	
LOC_ID_SONG_ASITP_BOSS6_STEMAGE_1	Immortal Kingses feat. Stemage	
LOC_ID_SONG_TETTIX_LEVEL4_1	The Sun Tower	
LOC_ID_SONG_TETTIX_LEVEL5_1	Citadel Agartha	
LOC_ID_SONG_TETTIX_LEVEL6_1	Bioluminescence	
LOC_ID_SONG_TETTIX_LEVEL7_1	A Land of Rebels	
LOC_ID_SONG_TETTIX_LEVEL9_1	The Stygian Study	
LOC_ID_SONG_TETTIX_LEVEL10_1	A Thousand Battles, A Broken Bridge	
LOC_ID_SONG_TETTIX_MAINTITLE_1	Rogue Legacy Returns	
LOC_ID_SONG_TETTIX_MINIBOSS_137BPM_1	The Return of Mehujael	
LOC_ID_SONG_TETTIX_NAAMAH_180BPM_1	Waltz of the Murder Flower	
LOC_ID_SONG_TETTIX_BLACKSMITHBOSS_1	The Dragon's Forge	
LOC_ID_SONG_TETTIX_TRAITOR_130BPM_1	The Traitor	
LOC_ID_SONG_ASITP_PARADE_1	Whale. Shark.	
LOC_ID_SONG_ASITP_SUBBOSS1_1	Battle Scars	
LOC_ID_SONG_ASITP_BOSS4_1	What Grows Below	
LOC_ID_SONG_TETTIX_BOSS1_1	Two Masters	
LOC_ID_SONG_TETTIX_LEVEL2_1	Glass Spires	
LOC_ID_SONG_ASITP_PISTOL_SHRIMP_1	Pistol Shrimp	
LOC_ID_SONG_ASITP_REST_IN_THE_STARS_1	Rest in the Stars	
LOC_ID_SONG_ASITP_PIRATE_SONG_1	Pirate Ditty	
LOC_ID_SONG_JUKEBOX_TITLE_1	Jukebox	
LOC_ID_SONG_ASITP_CREDITS_1	The Fish and the Whale	
LOC_ID_SONG_JUKEBOX_HIDDEN_DEFEAT_1	Defeat ??????	
LOC_ID_SONG_JUKEBOX_HIDDEN_REACH_1	Discover ??????	
LOC_ID_SONG_JUKEBOX_HIDDEN_GENERIC_1	??????	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ACHIEVEMENT_BossCastleDefeated_Display_Name_1	Spells and Swords	
LOC_ID_ACHIEVEMENT_BossCastleDefeated_Incomplete_Description_1	Defeat Estuary Lamech.	
LOC_ID_ACHIEVEMENT_BossCastleDefeated_Complete_Description_1	Estuary Lamech has been defeated.	
LOC_ID_ACHIEVEMENT_BossCastleAdvancedDefeated_Display_Name_1	For Glory	
LOC_ID_ACHIEVEMENT_BossCastleAdvancedDefeated_Incomplete_Description_1	Defeat Estuary Lamech Prime.	
LOC_ID_ACHIEVEMENT_BossCastleAdvancedDefeated_Complete_Description_1	Estuary Lamech Prime has been defeated.	
LOC_ID_ACHIEVEMENT_BossBridgeDefeated_Display_Name_1	Captain and Crew	
LOC_ID_ACHIEVEMENT_BossBridgeDefeated_Incomplete_Description_1	Defeat the Void Beasts of Axis Mundi.	
LOC_ID_ACHIEVEMENT_BossBridgeDefeated_Complete_Description_1	The Void Beasts of Axis Mundi have been defeated.	
LOC_ID_ACHIEVEMENT_BossBridgeAdvancedDefeated_Display_Name_1	For Justice	
LOC_ID_ACHIEVEMENT_BossBridgeAdvancedDefeated_Incomplete_Description_1	Defeat the Children of Estuary Mehujael.	
LOC_ID_ACHIEVEMENT_BossBridgeAdvancedDefeated_Complete_Description_1	The Children of Estuary Mehujael have been defeated.	
LOC_ID_ACHIEVEMENT_BossForestDefeated_Display_Name_1	Harvest and Home	
LOC_ID_ACHIEVEMENT_BossForestDefeated_Incomplete_Description_1	Defeat Estuary Naamah.	
LOC_ID_ACHIEVEMENT_BossForestDefeated_Complete_Description_1	Estuary Naamah has been defeated.	
LOC_ID_ACHIEVEMENT_BossForestAdvancedDefeated_Display_Name_1	For Survival	
LOC_ID_ACHIEVEMENT_BossForestAdvancedDefeated_Incomplete_Description_1	Defeat Estuary Naamah Prime.	
LOC_ID_ACHIEVEMENT_BossForestAdvancedDefeated_Complete_Description_1	Estuary Naamah Prime has been defeated.	
LOC_ID_ACHIEVEMENT_BossStudyDefeated_Display_Name_1	Poise and Poisons	
LOC_ID_ACHIEVEMENT_BossStudyDefeated_Incomplete_Description_1	Defeat Estuary Enoch.	
LOC_ID_ACHIEVEMENT_BossStudyDefeated_Complete_Description_1	Estuary Enoch has been defeated.	
LOC_ID_ACHIEVEMENT_BossStudyAdvancedDefeated_Display_Name_1	For Love	
LOC_ID_ACHIEVEMENT_BossStudyAdvancedDefeated_Incomplete_Description_1	Defeat Estuary Enoch Prime.	
LOC_ID_ACHIEVEMENT_BossStudyAdvancedDefeated_Complete_Description_1	Estuary Enoch Prime has been defeated.	
LOC_ID_ACHIEVEMENT_BossTowerDefeated_Display_Name_1	Suns and Soldiers	
LOC_ID_ACHIEVEMENT_BossTowerDefeated_Incomplete_Description_1	Defeat Estuary Irad.	
LOC_ID_ACHIEVEMENT_BossTowerDefeated_Complete_Description_1	Estuary Irad has been defeated.	
LOC_ID_ACHIEVEMENT_BossTowerAdvancedDefeated_Display_Name_1	For Pride	
LOC_ID_ACHIEVEMENT_BossTowerAdvancedDefeated_Incomplete_Description_1	Defeat Estuary Irad Prime.	
LOC_ID_ACHIEVEMENT_BossTowerAdvancedDefeated_Complete_Description_1	Estuary Irad Prime has been defeated.	
LOC_ID_ACHIEVEMENT_BossCaveDefeated_Display_Name_1	Hands and Hammers	
LOC_ID_ACHIEVEMENT_BossCaveDefeated_Incomplete_Description_1	Defeat Estuary Tubal.	
LOC_ID_ACHIEVEMENT_BossCaveDefeated_Complete_Description_1	Estuary Tubal has been defeated.	
LOC_ID_ACHIEVEMENT_BossCaveAdvancedDefeated_Display_Name_1	For Wrath	
LOC_ID_ACHIEVEMENT_BossCaveAdvancedDefeated_Incomplete_Description_1	Defeat Estuary Tubal Prime.	
LOC_ID_ACHIEVEMENT_BossCaveAdvancedDefeated_Complete_Description_1	Estuary Tubal Prime has been defeated.	
LOC_ID_ACHIEVEMENT_BossGardenDefeated_Display_Name_1	Progenitor and Protégé	
LOC_ID_ACHIEVEMENT_BossGardenDefeated_Incomplete_Description_1	Defeat the Traitor.	
LOC_ID_ACHIEVEMENT_BossGardenDefeated_Complete_Description_1	The Traitor has been defeated.	
LOC_ID_ACHIEVEMENT_BossGardenAdvancedDefeated_Display_Name_1	For Penance	
LOC_ID_ACHIEVEMENT_BossGardenAdvancedDefeated_Incomplete_Description_1	Defeat the Redeemed.	
LOC_ID_ACHIEVEMENT_BossGardenAdvancedDefeated_Complete_Description_1	The Redeemed has been defeated.	
LOC_ID_ACHIEVEMENT_BossFinalDefeated_Display_Name_1	King and Kin	
LOC_ID_ACHIEVEMENT_BossFinalDefeated_Incomplete_Description_1	Defeat the Immortal King.	
LOC_ID_ACHIEVEMENT_BossFinalDefeated_Complete_Description_1	The Immortal King has been defeated.	
LOC_ID_ACHIEVEMENT_BossFinalAdvancedDefeated_Display_Name_1	For Greed	
LOC_ID_ACHIEVEMENT_BossFinalAdvancedDefeated_Incomplete_Description_1	Defeat the Immortal King Prime.	
LOC_ID_ACHIEVEMENT_BossFinalAdvancedDefeated_Complete_Description_1	Immortal King Prime has been defeated.	
LOC_ID_ACHIEVEMENT_HubtownSpinKick_Display_Name_1	Good Practice	
LOC_ID_ACHIEVEMENT_HubtownSpinKick_Incomplete_Description_1	Spinkick every object on the Docks without touching the floor.	
LOC_ID_ACHIEVEMENT_HubtownSpinKick_Complete_Description_1	Spinkicked every object on the Docks without touching the floor.	
LOC_ID_ACHIEVEMENT_NightmareKhidr_Display_Name_1	A Glimpse of the Future	
LOC_ID_ACHIEVEMENT_NightmareKhidr_Incomplete_Description_1	Complete the Nightmare Premonitions Scar.	
LOC_ID_ACHIEVEMENT_NightmareKhidr_Complete_Description_1	Completed the Nightmare Premonitions Scar.	
LOC_ID_ACHIEVEMENT_Icarus_Display_Name_1	Maybe Wax Doesn't Melt	
LOC_ID_ACHIEVEMENT_Icarus_Incomplete_Description_1	Reach the Sun with Icarus' Wings.	
LOC_ID_ACHIEVEMENT_Icarus_Complete_Description_1	Reached the Sun with Icarus' Wings.	
LOC_ID_ACHIEVEMENT_BoxerBoss_Display_Name_1	K.O.	
LOC_ID_ACHIEVEMENT_BoxerBoss_Incomplete_Description_1	Knock out an Estuary.	
LOC_ID_ACHIEVEMENT_BoxerBoss_Complete_Description_1	Knocked out an Estuary.	
LOC_ID_ACHIEVEMENT_EnableHouseRules_Display_Name_1	No Harm in Looking	
LOC_ID_ACHIEVEMENT_EnableHouseRules_Incomplete_Description_1	Enable House Rules once.	
LOC_ID_ACHIEVEMENT_EnableHouseRules_Complete_Description_1	Enabled House Rules once.	
LOC_ID_ACHIEVEMENT_TitleDrop_Display_Name_1	Had to Do It	
LOC_ID_ACHIEVEMENT_TitleDrop_Incomplete_Description_1	See the title drop.	
LOC_ID_ACHIEVEMENT_TitleDrop_Complete_Description_1	Saw the title drop.	
LOC_ID_ACHIEVEMENT_PrequelReveal_Display_Name_1	Prequel to the Sequel	
LOC_ID_ACHIEVEMENT_PrequelReveal_Incomplete_Description_1	Enter Topside.	
LOC_ID_ACHIEVEMENT_PrequelReveal_Complete_Description_1	Entered Topside.	
LOC_ID_ACHIEVEMENT_PetDragon_Display_Name_1	Good Boy!	
LOC_ID_ACHIEVEMENT_PetDragon_Incomplete_Description_1	Pet the Dragon.	
LOC_ID_ACHIEVEMENT_PetDragon_Complete_Description_1	Petted the Dragon.	
LOC_ID_ACHIEVEMENT_AllAchievements_Display_Name_1	Rogue's Legacy	
LOC_ID_ACHIEVEMENT_AllAchievements_Incomplete_Description_1	Earn all other Achievements.	
LOC_ID_ACHIEVEMENT_AllAchievements_Complete_Description_1	Earned all other Achievements.	
LOC_ID_ACHIEVEMENT_EndTimerFail_Display_Name_1	It Was Just an Estimate	
LOC_ID_ACHIEVEMENT_EndTimerFail_Incomplete_Description_1	Do not escape in time.	
LOC_ID_ACHIEVEMENT_EndTimerFail_Complete_Description_1	Did not escape in time.	
LOC_ID_ACHIEVEMENT_AllScarsBronze_Display_Name_1	Erebus Purified	
LOC_ID_ACHIEVEMENT_AllScarsBronze_Incomplete_Description_1	Earn a bronze trophy or higher for every Scar Challenge.	
LOC_ID_ACHIEVEMENT_AllScarsBronze_Complete_Description_1	Earned a bronze trophy or higher for every Scar Challenge.	
LOC_ID_ACHIEVEMENT_AllSkills_Display_Name_1	Looks Familiar	
LOC_ID_ACHIEVEMENT_AllSkills_Incomplete_Description_1	Have at least one point in every Skill in your Manor.	
LOC_ID_ACHIEVEMENT_AllSkills_Complete_Description_1	Added at least one point in every Skill in your Manor.	
LOC_ID_ACHIEVEMENT_AllEquipment_Display_Name_1	Black-shoppe	
LOC_ID_ACHIEVEMENT_AllEquipment_Incomplete_Description_1	Buy one of every item from the Blacksmith.	
LOC_ID_ACHIEVEMENT_AllEquipment_Complete_Description_1	Bought one of every item from the Blacksmith.	
LOC_ID_ACHIEVEMENT_AllRunes_Display_Name_1	Pillow Investments	
LOC_ID_ACHIEVEMENT_AllRunes_Incomplete_Description_1	Buy one of every Rune from the Enchantress.	
LOC_ID_ACHIEVEMENT_AllRunes_Complete_Description_1	Bought one of every Rune from the Enchantress.	
LOC_ID_ACHIEVEMENT_AllFriends_Display_Name_1	Full House	
LOC_ID_ACHIEVEMENT_AllFriends_Incomplete_Description_1	Befriend everyone.	
LOC_ID_ACHIEVEMENT_AllFriends_Complete_Description_1	Befriended everyone.	
LOC_ID_ACHIEVEMENT_SoulShopOverload_Display_Name_1	Just the Beginning	
LOC_ID_ACHIEVEMENT_SoulShopOverload_Incomplete_Description_1	Unlock Soul Shop Overload.	
LOC_ID_ACHIEVEMENT_SoulShopOverload_Complete_Description_1	Unlocked Soul Shop Overload.	
LOC_ID_ACHIEVEMENT_StoryTutorial_Display_Name_1	Wasted Betrayal	
LOC_ID_ACHIEVEMENT_StoryTutorial_Incomplete_Description_1	Discover the hidden memory.	
LOC_ID_ACHIEVEMENT_StoryTutorial_Complete_Description_1	Discovered the hidden memory.	
LOC_ID_ACHIEVEMENT_FoundEggplantBasic_Display_Name_1	Easter Eggplant	
LOC_ID_ACHIEVEMENT_FoundEggplantBasic_Incomplete_Description_1	Feed the egg.	
LOC_ID_ACHIEVEMENT_FoundEggplantBasic_Complete_Description_1	Fed the egg.	
LOC_ID_ACHIEVEMENT_FoundEggplantAdvanced_Display_Name_1	Easter Ham 'n Eggplant	
LOC_ID_ACHIEVEMENT_FoundEggplantAdvanced_Incomplete_Description_1	Feed the ham.	
LOC_ID_ACHIEVEMENT_FoundEggplantAdvanced_Complete_Description_1	Fed the ham.	
LOC_ID_ACHIEVEMENT_FoundEggplantExpert_Display_Name_1	Easter Omeletteplant	
LOC_ID_ACHIEVEMENT_FoundEggplantExpert_Incomplete_Description_1	Feed the omelette.	
LOC_ID_ACHIEVEMENT_FoundEggplantExpert_Complete_Description_1	Fed the omelette.	
LOC_ID_ACHIEVEMENT_FoundEggplantMiniboss_Display_Name_1	Easter English Breakfast	
LOC_ID_ACHIEVEMENT_FoundEggplantMiniboss_Incomplete_Description_1	Feed the breakfast.	
LOC_ID_ACHIEVEMENT_FoundEggplantMiniboss_Complete_Description_1	Fed the breakfast.	
LOC_ID_ACHIEVEMENT_FifteenLivesEasy_Display_Name_1	Thanatophobia	
LOC_ID_ACHIEVEMENT_FifteenLivesEasy_Incomplete_Description_1	Complete the game in 15 lives or less in Thanatophobia mode.	
LOC_ID_ACHIEVEMENT_FifteenLivesEasy_Complete_Description_1	Completed the game in 15 lives or less in Thanatophobia mode.	
LOC_ID_ACHIEVEMENT_FifteenLivesHard_Display_Name_1	Thanatwophobia	
LOC_ID_ACHIEVEMENT_FifteenLivesHard_Incomplete_Description_1	Complete the game in 15 lives or less in Thanatwophobia mode.	
LOC_ID_ACHIEVEMENT_FifteenLivesHard_Complete_Description_1	Completed the game in 15 lives or less in Thanatwophobia mode.	
LOC_ID_ACHIEVEMENT_RogueMode_Display_Name_1	Rogue Rogue Legacy	
LOC_ID_ACHIEVEMENT_RogueMode_Incomplete_Description_1	Complete the game in 1 life in True Rogue mode.	
LOC_ID_ACHIEVEMENT_RogueMode_Complete_Description_1	Completed the game in 1 life in True Rogue mode.	
LOC_ID_ACHIEVEMENT_UnlockHighestUnity_Display_Name_1	Color Coordination	
LOC_ID_ACHIEVEMENT_UnlockHighestUnity_Incomplete_Description_1	Unlock Unity lvl 3 on a set of equipment.	
LOC_ID_ACHIEVEMENT_UnlockHighestUnity_Complete_Description_1	Unlocked Unity lvl 3 on a set of equipment.	
LOC_ID_ACHIEVEMENT_AllBlessings_Display_Name_1	Truly Blessed	
LOC_ID_ACHIEVEMENT_AllBlessings_Incomplete_Description_1	Have a Blessing of Strength, Wisdom and Talent all at the same time.	
LOC_ID_ACHIEVEMENT_AllBlessings_Complete_Description_1	Had a Blessing of Strength, Wisdom and Talent all at the same time.	
LOC_ID_ACHIEVEMENT_UnlockHighMastery_Display_Name_1	Jack of all Trades	
LOC_ID_ACHIEVEMENT_UnlockHighMastery_Incomplete_Description_1	Reach a combined Mastery level of 150 across all classes.	
LOC_ID_ACHIEVEMENT_UnlockHighMastery_Complete_Description_1	Reached a combined Mastery level of 150 across all classes.	
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
LOC_ID_ACHIEVEMENT__Display_Name_1		
LOC_ID_ACHIEVEMENT__Incomplete_Description_1		
LOC_ID_ACHIEVEMENT__Complete_Description_1		
\\		
\\		
